previous_consumption,people,temperature,day_of_week,is_holiday,food_demand
397,4,27,5,0,290.0864886490801
406,9,29,3,1,430.69496756816363
423,4,25,5,0,303.89820025357704
65,2,26,6,0,80.15719793864918
34,2,28,3,0,114.75607708018944
172,5,18,6,0,210.41197878669595
241,4,15,0,0,221.54237370489992
225,7,38,2,1,297.1700772139262
474,14,18,2,0,484.67174730768954
292,11,33,1,1,418.94720959465997
401,5,23,0,0,340.5432044704825
255,6,24,5,0,278.0658943817521
359,10,18,0,1,414.802682487289
247,4,34,4,0,272.847596830126
28,13,23,2,0,257.09730066157226
185,12,27,5,1,366.47060384311345
451,2,26,6,0,327.49354193814077
463,13,25,6,1,514.3025107653519
338,10,26,2,1,424.97994963310987
233,9,32,0,1,362.9899265679646
136,10,26,5,0,257.3509721209827
405,7,30,1,0,341.3800018852954
363,4,19,6,1,309.8861505845226
91,3,34,0,0,134.877390735227
414,10,39,1,1,466.662516357585
83,14,26,5,0,303.351952079987
224,3,35,2,1,283.01822474833114
228,9,39,4,0,337.101253325671
91,5,25,3,1,220.05870416574194
296,13,23,2,0,379.20810235102454
293,3,32,1,1,316.0933654857526
497,5,39,0,0,419.3729619224488
339,2,17,6,1,272.0487645616677
357,11,34,5,0,375.368811875309
385,4,31,2,0,338.074795520105
114,10,28,6,1,328.46670114008657
185,2,15,6,0,152.72572446320638
51,2,31,4,0,118.13497515247585
30,12,39,5,0,262.66645785932064
320,8,22,1,0,291.36529200444573
236,1,19,5,1,189.7581237970363
308,14,19,5,0,435.1883899771642
121,7,23,0,0,233.08022724827072
444,5,17,3,1,345.54582679738036
411,11,33,6,0,424.9322575655312
286,8,37,1,1,409.7016401786026
233,1,23,0,0,157.09689554946226
198,11,36,6,1,351.6914895884651
107,7,32,3,0,213.90836708816568
60,5,30,0,1,167.83979881916989
420,4,15,3,1,319.2497945830991
95,7,16,3,1,204.05383345053949
396,10,28,3,0,385.95500249071466
65,2,28,0,1,175.0594233861582
179,12,15,5,0,276.1634143015778
482,1,39,3,1,361.1614815278624
99,1,30,5,1,136.95997674536179
329,11,29,6,1,413.3005207725295
105,12,29,6,0,272.03070006884093
111,1,26,1,0,124.01789263680185
167,12,30,4,1,359.92926174605964
180,5,28,5,1,279.0436374760278
221,10,38,6,1,354.7281003087545
443,7,29,4,1,446.8565344713596
435,2,37,3,1,335.3604346672013
261,10,29,4,1,363.7396183910222
372,8,33,4,1,437.2947950488359
21,4,22,3,1,202.55883257010686
244,12,16,5,0,367.71873107914666
308,3,16,3,1,256.52816440192265
252,10,24,1,0,334.2975047265892
480,11,17,2,1,482.6527376242578
433,8,37,0,0,417.4084763808094
436,2,31,3,0,289.84306901865716
96,11,22,3,1,291.69164934150695
135,11,37,4,0,296.3830866149409
173,13,18,1,0,298.1317457258
425,3,28,6,1,337.27261517458015
122,12,35,6,1,347.30662941288847
213,3,24,4,1,249.52766291321296
185,10,15,5,0,267.42143379978165
378,11,18,3,1,418.42780396493487
109,1,15,3,0,115.57858559169749
193,6,31,4,1,279.9174374095073
141,2,31,3,1,200.13103151778523
162,1,21,5,0,139.55936944387884
125,2,37,2,0,170.55463376479378
394,12,34,0,0,423.419510814642
447,6,29,0,1,403.94653372329714
324,14,27,0,1,484.5572476417059
379,4,16,2,1,314.87982862828665
478,6,33,3,0,378.32498116324564
336,12,38,4,0,453.53060074905403
470,9,27,6,0,438.42743355577517
142,13,38,1,0,357.3525552453471
409,10,25,3,1,449.3104457794487
28,12,36,2,0,243.4725920771003
281,10,29,5,0,361.4560994390165
92,8,24,2,1,271.69260916353085
378,1,23,6,1,270.39596549309925
242,13,23,0,0,323.4277253922648
435,8,34,3,0,412.81143109276275
60,9,15,6,0,195.654952950588
389,6,31,0,0,315.5476897328089
223,10,26,1,0,325.60757111627044
283,5,24,5,0,275.1058471813189
347,6,19,0,1,302.17721733416715
197,13,32,1,1,425.28614444757307
367,6,29,2,1,376.5224238156096
337,9,20,0,1,335.6947960662566
103,4,21,0,0,169.87728131170212
337,2,31,4,0,276.2965214083537
130,11,20,5,0,298.30016128571725
270,11,22,5,0,331.5224825628353
402,9,26,6,1,434.6660610668059
26,2,35,2,0,108.26696189273375
478,10,28,4,0,433.87030459722445
103,9,26,6,0,221.1998699965322
227,2,37,1,0,179.43713588052645
407,12,24,6,1,472.3084800506086
409,8,36,1,0,391.03901834969685
333,9,34,2,1,344.8976437045887
41,12,29,5,0,260.0071039971133
429,10,21,1,0,429.6569370291915
402,9,23,2,0,355.86029081728145
22,10,24,6,1,224.74801836176414
146,9,24,1,0,264.8184341883177
316,2,30,3,0,196.82247539625328
207,4,21,0,0,194.82637400268626
381,7,19,6,1,370.43212680945
33,12,37,5,1,289.27763905486177
478,2,17,6,0,277.03983027816685
485,1,32,3,1,326.49822649812154
31,3,25,2,0,78.25772936949122
106,12,29,2,0,278.3392919887664
31,4,35,6,1,196.63323898522054
416,8,34,3,0,443.23781406340424
44,6,19,6,0,150.72365458886182
320,11,38,0,1,446.36497154305084
262,2,26,0,1,224.1835585161594
141,9,18,4,1,229.6669619327125
166,14,29,1,1,418.032181540789
74,2,23,4,0,101.0980251790434
257,13,21,0,0,379.8741658515224
375,12,24,3,0,418.6692237023772
192,5,37,1,0,264.89181857671446
411,12,27,3,0,458.5819532075195
240,4,22,4,0,229.5545131266902
138,13,26,2,0,323.75562418724775
328,7,36,3,0,365.251691639471
202,8,38,4,1,318.806142474133
307,5,33,4,0,325.6122992292545
326,10,15,4,0,328.84287505190144
319,14,30,2,0,431.0315986240694
101,14,36,2,0,345.0835971574911
473,5,31,6,0,340.91813422738693
421,2,39,2,1,376.1369607158616
230,8,32,1,1,338.5180166904996
169,14,25,2,1,440.5194378860306
56,2,32,2,0,163.61385020860592
371,10,21,2,0,377.2819773799257
331,12,32,3,0,445.21173404952145
380,6,22,2,0,340.94672650708486
78,8,20,1,1,233.62214337026919
150,6,21,4,1,203.8127508154046
431,4,37,3,0,321.0292971805954
221,13,36,0,0,377.58740503165933
262,4,24,2,1,259.0927074642011
54,6,25,6,1,201.50378449594052
464,14,39,6,1,577.4473966187261
112,13,27,4,1,352.2991641167535
457,4,23,4,1,350.57427834176156
466,8,21,3,1,443.49915789011516
226,9,23,6,1,305.71905358318963
372,1,27,0,0,232.15519496031112
410,13,17,5,0,441.6327413540407
351,4,17,6,1,283.20994815435165
324,4,15,6,0,239.16308434469386
369,2,35,1,1,334.37944128150957
232,6,34,5,0,287.1526738201538
178,3,16,4,1,188.56388638433327
461,7,39,5,0,380.99802062564277
464,13,17,6,1,476.2967537986607
43,11,29,4,0,283.341560203304
423,11,38,5,0,471.8308082999883
312,5,20,4,1,329.4718190204056
23,4,27,4,1,160.6204948980375
239,5,35,3,1,287.4790348505556
383,8,15,0,0,359.6038513474378
401,3,34,4,0,339.1367805719059
39,14,33,1,0,285.9051620940887
463,7,15,6,0,352.2359039404393
171,14,35,6,1,365.0748072064348
69,6,36,1,1,211.73149988112272
196,12,16,2,0,323.37837752687443
454,1,29,4,1,318.07478230910095
115,13,28,4,1,357.134601019417
124,7,33,4,1,302.3434992560629
439,14,25,5,1,509.99641109249603
269,13,29,4,0,387.1746047818067
136,7,20,4,1,253.97223054242357
373,14,34,1,1,483.01195058790006
247,12,23,0,1,366.5535879699694
85,1,19,0,0,83.14984619539368
354,9,34,2,1,387.08844929130487
437,6,16,1,0,358.4957370152604
439,12,20,4,0,429.5684009252017
281,2,32,0,1,286.7277385086252
314,5,37,3,1,346.58565984062295
445,13,33,3,0,483.0443873910983
262,11,23,3,0,358.1925655612432
390,4,35,4,0,306.13076842611304
205,7,38,4,0,267.8919144457898
265,8,20,2,1,336.77194977114624
144,11,28,6,0,249.08655117348508
287,14,38,2,1,459.79222360600767
150,11,27,2,1,335.8100463759056
256,1,25,5,0,219.21765453377392
37,5,26,3,1,205.8095933137522
59,3,33,4,0,137.89427501432166
40,1,33,3,0,116.40533056966208
418,12,35,2,0,442.91299684335803
244,3,33,4,1,254.1302712196349
374,14,38,1,1,530.3532102730233
301,6,27,0,0,293.70191376821896
27,14,28,0,1,312.6935552366164
119,7,38,2,1,249.83727519842864
259,8,32,6,1,351.9513432934848
497,13,26,3,1,540.5810856969142
106,11,18,1,1,298.4604580746034
317,4,24,4,0,242.27277732100936
447,3,31,6,1,380.4988868662206
33,5,18,3,1,137.53798679528936
353,9,26,2,0,362.97170001825907
21,13,27,3,1,257.13761659212923
394,6,18,2,1,349.4106328464806
312,9,24,5,1,348.9282706367712
344,6,39,0,0,331.02285680650584
441,2,17,6,1,315.6982087936897
60,13,29,0,1,329.544496137475
337,5,16,3,0,291.3580693338459
335,12,39,1,0,378.75407425510434
400,11,39,4,1,486.5663654626832
130,9,31,2,0,266.125528116898
33,8,20,4,0,165.29594615319542
250,7,22,0,0,256.391853948272
492,1,17,1,1,323.75143725049736
103,4,39,1,1,224.1119603778782
149,12,32,4,0,326.05764564562463
250,7,36,0,0,298.05419821759864
345,11,15,4,0,317.01556639357756
164,7,30,3,0,237.0939351479317
398,6,21,1,1,337.32615315927745
364,8,17,1,0,377.1044193703269
47,11,37,3,1,293.68625530838756
85,13,18,0,0,288.32240025766527
182,6,23,1,1,269.70254187501536
248,10,19,6,1,348.2065695192349
280,3,33,5,0,242.67564760201353
468,4,29,5,1,371.1234189214421
443,14,22,5,1,465.0881299933532
479,3,20,2,1,357.3438627028262
459,1,32,6,0,314.5076187391577
183,10,33,2,1,336.5434030760417
320,5,38,0,1,343.8684373743015
426,1,29,3,0,261.87179332091745
322,1,21,4,0,212.11905372067542
306,2,24,6,1,248.00292412436423
414,13,20,0,1,485.3001183127002
29,4,28,4,0,131.319686564705
214,6,31,0,0,246.2037472161626
137,8,23,2,1,261.30098230863393
289,13,33,5,1,414.7095064855805
99,3,19,3,0,125.93649746317695
477,1,37,2,0,339.15373923363234
112,3,21,3,1,146.35410252956822
285,12,33,6,1,417.2768679430888
351,3,34,4,0,273.50130172443494
369,5,21,0,1,304.8683667728467
380,11,38,1,1,498.30587198577956
276,12,16,1,1,405.0754803599619
152,12,39,3,1,352.03873352702345
295,4,37,5,0,275.7046180654206
283,13,30,5,0,356.055083815932
190,4,27,3,1,207.1502558871016
479,9,22,2,1,425.9394318593703
20,7,20,1,1,184.3283004964001
332,4,20,2,1,293.70556976412166
83,3,23,4,0,139.13443893246577
393,6,18,1,1,366.0721531814038
487,3,25,4,1,374.06018569773
303,6,19,0,0,257.8718430407745
140,11,39,2,0,319.4804686844413
126,13,31,3,1,362.7070362259828
440,11,34,1,0,444.4545483646893
194,13,21,2,0,297.07156681895
223,13,29,3,1,418.18138116887746
184,12,39,0,1,381.7662909893048
324,9,29,1,0,299.5432251380706
139,6,28,4,1,286.9050616973439
63,12,27,0,0,255.9247496183033
331,4,25,5,0,324.2804637435463
175,5,27,3,0,224.04728732270493
386,13,36,1,1,485.9464064985765
226,6,38,1,1,312.67189448614613
409,11,23,6,0,401.314565657123
127,3,24,6,0,157.72620795112073
270,8,18,0,1,361.2124126641638
464,4,31,1,0,336.0275513949849
423,8,28,3,0,398.1672941787036
389,10,38,0,1,436.1048231054623
353,10,32,4,1,417.1383803119037
149,3,25,0,1,239.03220667761212
476,10,30,0,1,488.52923626823736
312,7,15,4,0,305.9134704694717
39,11,21,5,1,257.91692792104567
301,13,24,6,1,477.4097741893817
304,12,23,3,0,359.00722509818485
20,9,39,5,0,191.4125618492493
138,4,17,5,0,196.72025167722063
54,8,36,5,1,241.3683290270316
217,3,37,6,0,235.70518137961548
264,7,28,2,1,357.3271699759891
78,3,39,6,0,170.4711767403344
344,12,29,5,1,484.616365436223
180,7,16,2,0,229.72391725610996
198,14,38,4,1,400.837462719831
225,11,28,6,1,316.4303361273782
31,10,30,3,0,231.51094896801996
295,10,21,5,0,294.7714759298967
200,11,18,1,1,337.492794822933
261,11,32,4,0,388.6907634975588
235,6,38,2,1,313.1587862571907
270,2,19,6,1,236.80212585698558
318,11,20,3,1,412.3132939296814
145,3,21,0,0,172.8906848711201
236,6,29,3,1,319.2099697882006
325,14,15,3,1,432.11642749665714
304,4,38,5,1,272.9772955197981
204,6,18,5,1,281.52035383568125
58,1,39,6,0,117.22396225298847
242,10,15,6,0,283.4269463874177
203,12,25,2,1,368.21870782792917
446,1,32,6,0,305.7308364240525
197,3,28,2,0,184.5107507323362
426,8,36,5,1,409.28831129573086
447,8,25,5,0,402.86830716377557
313,11,24,1,0,352.50256657186947
359,4,31,1,0,303.7876695027187
170,6,18,4,0,218.4689071088888
403,8,38,5,0,416.8635230575085
145,7,29,0,0,277.88207204719134
320,11,30,1,1,419.74418402551316
327,7,35,2,0,329.9927705946895
355,13,27,3,1,489.6687181401898
453,4,23,6,1,383.4618545769635
253,9,25,6,1,344.86766055566176
399,12,25,4,0,434.22973892293163
394,10,20,1,0,387.53823448282725
27,6,15,3,1,166.74423009484966
360,14,36,3,1,489.9626929671477
148,12,20,1,1,304.5033903530407
283,11,27,0,0,360.67746917704824
176,3,36,0,0,240.14548434144288
371,5,38,4,0,320.179159980227
377,5,36,0,1,360.07457361086085
24,14,19,4,0,242.16161467690654
105,5,29,2,0,208.646645913471
194,8,32,1,1,327.59408258747425
309,9,34,3,0,331.93374359292363
212,13,28,4,1,346.63075143055966
330,9,29,6,0,375.31402357669225
138,13,19,0,1,305.2146575602383
237,6,18,6,0,261.06532713577997
446,6,16,4,1,362.2385392946643
477,9,21,5,0,429.3999933777553
433,4,24,4,1,363.3823285233683
133,6,30,0,1,235.77091769954131
485,4,24,5,0,332.9201597360778
164,11,32,5,0,322.5159342578186
45,1,31,0,1,115.64828560179002
155,7,35,5,0,274.679604770542
322,14,27,1,1,438.35300170823825
251,10,15,3,1,342.50700641610996
388,11,15,6,0,381.1959098807949
95,12,29,1,0,285.6142822110558
494,6,15,1,0,352.98946018777934
347,9,20,0,1,374.92787129180215
364,7,39,0,1,343.76496875883964
321,13,27,6,0,393.24155035281007
471,7,15,3,1,388.74776633179675
308,2,19,4,1,250.5624694082867
20,12,23,1,0,261.8638353740432
166,11,39,5,1,342.04538968007233
306,9,31,3,1,408.27970313995604
483,10,30,1,1,464.2716272380489
161,9,22,4,0,237.3375607178166
72,6,31,5,0,150.31567462956053
323,13,29,1,1,456.63569293908677
88,3,38,2,0,166.72044850081792
380,1,15,6,1,275.9507243856399
109,4,26,3,0,169.13241377977866
465,14,19,6,1,510.3160567189815
239,14,38,0,1,441.1884748090394
469,3,20,1,1,392.54972265594637
211,14,39,5,1,414.02123607953644
473,12,15,5,0,487.58644411125465
82,1,39,3,1,181.04726269600715
92,3,15,3,1,158.3039581682285
180,14,24,6,0,359.09057140043615
188,14,24,5,0,288.0875182301993
108,4,17,5,1,172.76672831538448
195,13,31,5,1,371.09533275573125
288,13,33,1,0,447.24786656628856
92,14,25,5,1,329.1720269373278
264,8,32,0,1,345.4040004761036
96,9,16,5,1,244.07912531256582
178,3,23,0,1,183.869347166756
478,6,38,1,1,423.79556744470267
343,10,31,3,1,429.8379582261312
117,11,28,0,1,266.8638643149569
400,5,18,1,1,347.227047660281
121,6,31,5,1,224.47040422283135
151,4,31,1,0,223.49837956123622
121,10,26,5,0,270.39843534416053
38,6,34,6,0,146.6046423437992
473,7,32,1,1,427.17709566976544
101,9,17,3,1,258.5712006052918
416,10,25,0,1,431.9209187385892
298,7,39,6,0,334.9024066585521
358,6,32,3,0,332.6152647787188
384,1,18,2,1,290.33642171833316
350,2,31,5,0,275.7913154933188
148,1,32,0,0,152.0358322871488
363,9,19,3,1,384.85835476443833
329,10,28,0,1,378.8433187483391
474,10,24,2,0,464.34764021070987
108,9,29,4,1,336.2442772884109
232,7,15,5,0,244.39301506897056
162,13,30,5,0,336.9539894174726
84,2,25,1,0,142.30093886916953
95,6,37,5,1,261.68939344984256
218,11,34,5,0,345.56619912631385
162,4,20,3,0,161.47661963062924
424,1,38,6,1,369.36317673351573
422,1,36,5,1,341.6246863999
335,12,30,5,0,411.91097813790446
112,5,16,2,1,178.54344739722853
492,12,15,6,1,487.15910337282344
436,2,38,2,0,287.71105265474904
324,4,38,0,1,342.81809266102255
243,1,23,0,0,202.1946937150241
310,4,36,5,1,321.5951798388551
447,11,26,5,1,451.2949415116208
121,6,31,1,0,221.53795172232944
493,10,39,0,0,490.24716093388673
286,4,29,3,1,276.1352726644381
374,1,33,5,1,316.6798444630757
475,7,36,3,1,454.9903486918835
129,14,24,5,0,317.01967372361804
481,2,26,3,1,341.34688841802694
349,9,28,4,0,361.9225079030389
469,13,23,3,1,486.08664465234455
449,3,27,6,1,358.7052545982194
284,8,17,0,1,337.1696904155847
22,13,35,5,1,329.3719318559098
104,8,28,0,1,263.94897210447897
301,3,35,6,0,273.32635532421074
347,4,24,6,0,276.13984514989284
323,2,30,3,0,234.01792874274653
469,4,21,2,1,357.90136058151586
473,11,18,2,0,466.06141623804973
431,11,34,6,0,461.18161873505954
136,11,37,2,1,345.1479435528874
240,14,39,5,1,401.6925842060651
173,9,25,1,0,277.756266334874
172,2,30,4,0,149.40634785214743
31,12,34,3,0,238.33262811390233
152,12,18,1,0,269.0729478230984
323,13,36,2,0,413.04333079927403
312,3,36,3,0,289.6677897992282
482,11,37,1,0,484.53184252356
319,11,31,0,1,397.63707444044996
247,4,27,2,0,225.88517763433057
290,5,25,1,1,309.96628840906476
62,1,17,5,1,123.95614271467309
451,7,23,0,1,409.1726638637747
362,14,20,2,0,408.0501916985245
345,10,36,4,0,386.2494785492543
321,7,35,6,1,413.1198297867868
383,9,25,2,0,352.28251933764665
398,4,30,5,0,326.4986573689536
446,14,33,4,1,571.4166599066807
40,14,19,4,0,262.5303153339008
426,6,28,4,1,425.6760771872756
126,11,31,3,1,306.2463075847342
355,2,17,3,1,232.002099378612
322,12,18,6,1,395.41444054107615
136,12,30,4,0,292.8458999725479
143,14,30,6,1,338.09643615167545
418,4,35,0,0,330.6510206188936
300,2,39,4,0,277.819923594499
311,10,18,1,0,329.617596229102
222,5,33,4,0,244.47993685874053
70,7,31,3,1,259.4101730621647
290,13,27,3,1,409.0345800405187
343,1,36,1,1,300.87855227190477
296,10,37,1,1,367.8513417910223
160,10,38,2,1,316.6771594242033
489,7,15,0,0,375.23137869603516
294,10,26,0,1,403.1823961990119
309,13,18,0,0,367.2491996515885
353,6,25,5,0,298.00880343591666
400,6,19,3,1,363.44704975183924
471,12,16,0,0,456.15772989280896
392,8,31,2,0,357.28804050440147
71,8,22,2,1,219.0620852478352
46,6,20,0,1,204.73321655701966
176,3,35,1,1,209.39981825305293
258,5,23,2,0,256.8295347809416
175,2,27,6,1,191.1493302217361
310,14,25,1,1,473.0516283408614
155,5,30,6,0,224.10839512934717
163,14,30,3,1,399.11125788615334
125,9,16,5,0,218.7483188962408
439,10,24,2,0,433.99030312037195
177,1,26,1,1,201.46954020890493
165,10,22,6,0,286.88977748296026
21,5,25,0,0,129.84781465017548
452,12,24,6,1,487.2521069010008
96,6,27,6,1,184.94580930269444
151,14,39,3,1,428.6800923602578
109,11,31,4,0,269.4215481251257
364,7,21,4,0,322.3029854077764
369,9,38,0,1,399.144029351612
478,6,17,3,1,406.4578973259829
282,5,34,3,1,324.5842008782207
370,12,27,3,0,413.0896741348896
127,7,33,3,1,217.80655103368582
93,13,21,4,0,269.26889011941006
58,1,23,1,1,129.20045397588635
416,11,33,3,0,444.0284321480929
178,14,27,1,0,352.07597057782067
90,5,36,6,1,213.5210467585042
466,2,22,6,0,275.42759703141786
331,4,36,3,0,316.7774103799881
260,7,32,2,1,300.19757741841175
445,5,37,5,1,397.41501375841375
464,12,16,2,0,423.30217962621765
317,6,32,6,0,332.3737935260128
459,2,32,5,0,335.1405470723454
55,3,25,2,1,145.35595417478618
103,7,15,3,0,200.32368316754483
471,11,28,1,0,426.6652138491727
393,2,30,5,1,314.910041082628
282,12,25,4,1,379.9027314035282
329,6,15,0,1,335.00126592102237
404,5,21,5,1,356.4857902026169
191,10,30,5,1,348.49886035624786
395,1,28,4,0,257.4351563159516
192,12,29,3,0,348.8962209839352
381,11,28,2,0,389.1603938281894
66,10,35,2,1,263.5294838270509
398,11,25,6,1,440.4968709128088
160,4,30,1,1,211.30553638382997
394,11,33,3,0,442.1920977632558
425,2,31,4,1,325.03087480690607
137,4,20,3,1,176.886811408515
296,1,25,3,1,218.79636189805436
233,2,31,2,0,222.4478665239056
239,13,23,4,1,339.6184896253188
412,8,32,0,1,399.779222745316
45,6,31,5,0,202.55809567924382
28,2,26,2,1,119.11273338646279
290,12,37,4,1,443.32906386105276
29,6,36,1,1,215.04998641784036
491,10,36,5,0,463.6825139529244
397,9,19,5,1,368.32178834233434
140,7,25,2,1,228.4825982255104
144,9,18,6,0,216.14560670324408
189,5,18,1,0,215.1410145660062
91,7,17,2,1,227.89161146960612
171,11,38,3,0,308.9237084192376
227,14,37,6,1,425.924563411662
68,7,39,4,0,217.16229396944422
173,12,31,1,1,360.0639026338685
366,12,21,5,1,419.76026707758336
312,3,18,2,1,299.7611119674188
87,7,37,5,0,236.05748372750674
69,1,27,1,0,104.96167529581676
171,9,26,5,1,292.1233963816023
38,10,15,2,1,212.32863096994922
119,13,35,6,1,362.45790186931896
79,6,33,2,1,216.0245590446152
186,5,35,0,0,240.67463853190694
221,7,34,5,0,245.51377658309534
364,5,32,0,1,340.4041235938261
165,10,25,6,0,280.3182420576665
422,5,34,0,0,373.3562442160907
183,11,17,5,0,272.05351887464525
477,10,31,1,1,450.7833352090563
458,11,26,3,1,484.89444524148354
261,7,24,6,0,282.21887130708524
88,10,22,2,0,203.55952838370763
194,7,29,4,1,256.5568097271101
68,13,19,6,1,284.0624819585947
127,11,18,0,1,292.82505224696575
245,3,35,1,0,265.285702581872
180,3,34,5,0,181.3772133465342
138,10,33,1,0,295.775542538379
168,12,35,1,1,324.78298404334214
484,13,18,5,1,510.219217754501
169,3,29,4,1,247.6316969226715
451,6,31,5,1,410.3340943330786
312,12,26,4,1,404.6367081845294
162,6,17,5,0,229.65072310001136
438,13,24,0,0,468.97763662607343
495,13,29,4,0,503.57189213471025
474,3,24,0,1,339.64534119821076
179,3,38,6,0,217.7753981345566
30,8,37,4,1,225.30567691303864
157,8,32,4,0,268.72884169258003
476,7,15,5,0,373.9707827964527
97,10,17,4,1,284.18233091809816
96,4,35,0,0,166.4798815900952
460,4,26,6,0,339.0130654267444
273,3,15,5,0,227.46626473802274
428,5,17,2,0,318.2792485689292
277,3,17,6,0,217.06947708622369
339,13,19,6,0,394.3653723696964
310,8,33,0,0,337.7270832236994
282,7,39,6,1,367.41915144191626
104,13,15,2,0,313.7182480040166
165,3,18,1,1,159.92997622903525
342,9,18,5,0,316.6996214337307
61,12,31,1,1,299.67047593068804
393,14,28,5,1,493.4928752713504
144,13,32,6,0,326.6469621842987
186,5,15,5,1,216.93442854263859
444,9,36,0,1,434.35284991357315
260,7,30,2,0,282.78470185735415
478,7,17,5,1,424.34473237995775
299,6,37,2,0,315.3613355256312
207,2,35,5,1,247.01123795809804
321,9,23,2,1,347.4317186005774
38,6,37,1,1,241.88286641425734
87,8,18,0,1,218.2623069747503
237,1,35,5,0,213.00403255894196
121,5,19,3,0,170.99838936059967
61,12,25,2,0,249.69971322859877
307,1,35,2,0,247.15637082530645
186,10,23,3,0,301.01019594454374
128,11,17,0,1,346.7602858098212
55,14,20,2,0,290.2853989495559
251,8,38,0,1,363.9853830868165
248,8,25,2,0,316.8976324739628
372,1,23,6,0,257.637080409476
183,9,29,4,0,283.7257046210698
406,2,37,6,0,313.5145006848726
92,12,17,2,1,307.0961407130272
155,9,15,4,0,270.3152634406696
372,1,34,5,1,268.7863059317188
398,12,36,0,1,443.19518671726007
89,10,33,2,0,287.46750896676093
444,14,28,1,1,502.05078954387153
215,14,31,1,1,376.3413401255808
288,9,36,3,0,315.9607293058884
68,4,28,1,1,216.0369605127178
335,9,31,4,0,382.0522562905598
149,7,39,1,0,241.59814370723296
463,11,28,1,1,467.42491318865274
24,6,26,1,1,185.09726574312282
447,5,30,2,1,405.687809956397
46,11,15,3,1,242.11984477735243
179,9,27,0,1,292.77943451193534
168,2,20,3,1,206.70093123739383
283,14,31,4,1,442.98323710567735
249,13,26,2,0,367.66748168685166
219,11,37,5,0,360.342492494907
69,14,33,2,0,267.7733657672803
86,12,20,6,1,302.48269602366196
319,2,21,1,1,269.7183226718607
400,11,15,1,1,397.42166902565333
77,12,15,4,0,209.67253742034646
278,9,19,5,0,300.7127689287768
361,12,20,6,0,404.1594672061052
345,3,30,2,1,313.19742034821684
149,8,39,5,0,306.58092959643835
234,11,30,0,0,345.6683891804241
191,9,28,3,1,288.5234667967687
277,8,15,2,0,283.48057111940005
121,4,27,5,0,148.52713210022233
228,12,34,0,0,358.41792892734696
310,1,24,0,1,276.1782151496585
373,4,38,6,0,331.6848561275862
490,14,24,6,1,518.5843040638002
305,9,23,3,1,375.3468153964278
135,2,27,0,0,135.94435672591203
283,3,17,4,0,165.231116727824
169,10,32,0,1,303.83032180159745
319,8,34,5,1,386.66880803706596
461,6,16,6,1,397.9467208058862
55,8,31,4,1,273.8529537336161
472,7,33,6,1,443.82359258006716
352,14,37,6,0,486.9431858681721
496,13,27,6,1,539.6018631626301
306,13,27,0,0,420.7480542094406
322,5,15,1,1,318.0344097317816
330,9,16,0,0,341.74034312840564
227,4,15,6,1,254.9969744336127
125,6,38,4,0,214.52893901234566
465,2,19,0,0,251.967640795376
177,2,38,6,1,237.5147940818632
140,2,17,6,1,171.49557061717346
74,10,21,0,0,211.49455802849997
419,7,38,0,0,365.2509519667068
31,13,36,4,0,285.1134979978524
164,2,27,0,1,210.3384390477102
419,12,37,3,1,503.8982014467317
415,13,32,5,1,476.1070932850992
155,2,38,3,1,197.5923264125859
487,9,35,4,0,461.88970710349435
22,7,21,1,1,189.453722501274
163,11,15,3,1,327.70307829491503
49,3,19,6,1,131.03456120569464
256,3,31,5,1,279.79049601608585
298,7,22,2,1,327.20700347940965
367,5,29,5,0,302.0439752580406
134,10,34,3,1,333.5632566702023
123,14,18,2,0,287.6487816921432
137,14,16,4,1,341.98303791862224
24,6,19,5,1,173.5497283095563
487,13,15,1,1,496.0942257699241
379,12,39,2,1,497.31599000250725
267,8,19,2,0,302.95230784113653
383,9,20,5,0,375.568569784447
340,1,16,3,1,248.36926128743457
140,3,15,2,0,182.12655426724973
305,11,18,4,0,382.793345177636
168,7,21,5,1,279.38858231676903
103,6,36,4,0,228.60205461586793
473,7,15,5,0,359.45483645435905
425,8,15,4,1,391.5184159154636
485,6,22,3,1,419.21641806295236
475,3,34,5,0,371.5316209085299
250,2,30,6,1,262.84095606854544
307,12,35,1,1,445.11924589447204
180,7,27,3,1,319.0125186442867
291,12,37,4,0,396.78823713942336
479,12,38,5,1,545.7637960902077
57,12,37,3,1,330.3288009346833
245,11,32,4,0,360.3813195584672
161,1,34,0,0,173.11000466271318
311,3,24,0,0,257.7068960965129
170,12,26,2,0,302.83527361670633
133,11,15,1,0,269.51722022933654
256,4,24,0,1,280.965612942972
85,13,23,6,0,289.93872888379275
380,14,17,4,1,427.1583448478242
360,1,33,3,0,229.27662266118267
277,5,23,5,1,273.1353603299532
494,10,24,3,1,472.7614549918992
268,3,33,2,0,229.70906189784978
476,2,30,3,0,340.91824030838404
468,3,38,0,0,378.8399783106457
350,8,32,3,0,385.6733948229591
342,6,28,0,0,323.7362254477493
199,13,17,0,0,350.1832203390973
209,14,16,1,1,365.24896452762533
426,7,15,2,1,374.96692655931594
173,12,32,6,1,337.1602363571867
215,6,38,6,1,327.63798697943463
485,6,23,4,1,447.818917040131
330,12,27,6,0,392.0280456693034
281,3,16,0,0,174.09678122879689
438,12,21,5,1,451.89196269786896
425,13,30,2,1,484.49655455827684
446,14,35,4,0,476.4759442127262
162,8,33,6,0,246.39384698853308
